Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2013-14,2014-15,2015-16,2016-17,2017-18,Source document,Source table,URL
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FN-programmer for landbrugsudvikling",Expense type,Appropriation type,"FN's Landbrugsudviklingsfond (IFAD)",0,0,100000,0,0,<a href="javascript:visAnm('153063604')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FN-programmer for landbrugsudvikling",Expense type,Appropriation type,"FN's organisation for industriel udv. (UNIDO)",6400,5900,5900,5900,5900,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FN-programmer for landbrugsudvikling",Expense type,Appropriation type,"FN's arbejdsorganisation (ILO)",0,40000,0,50000,0,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"Multilaterale rådgivere",83400,82000,100000,100000,100000,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"FN-forbundet i Danmark",1800,1800,1800,1800,1800,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"SHU",18000,47000,0,53000,35000,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"OECD-DAC udviklingsrelateret bidrag",5000,0,8000,0,5000,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"Diverse multilaterale bidrag",41200,12200,16000,214000,163000,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Multilateral bistand gennem FN mv.","FNUD",Expense type,Appropriation type,"FN's kontor for narkotika og kriminalitet",15000,5000,5000,5000,5000,<a href="javascript:visAnm('153063606')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"Verdensbanken (IBRD)",0,0,25000,0,0,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"Den internationale Udviklingssammenslu. (IDA)",411300,412000,615000,665000,622000,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"Den Internationale Valutafond (IMF)",50000,126000,0,0,0,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"Den internationale finansieringsinsti. (IFC)",25000,25000,25000,0,0,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"VB globale facilitet for kat.forebyg.",10000,20000,10000,20000,10000,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Verdensbankgruppen",Expense type,Appropriation type,"Global Partnership for Education (GPE)",290000,300000,400000,400000,400000,<a href="javascript:visAnm('153063701')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Udviklingsfonde m.v.",Expense type,Appropriation type,"Den afrikanske Udviklingsfond (AfDF)",280000,47000,180000,403000,200000,<a href="javascript:visAnm('153063703')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Udviklingsfonde m.v.",Expense type,Appropriation type,"Den asiatiske Udviklingsfond (AsDF)",133200,0,0,0,0,<a href="javascript:visAnm('153063703')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Udviklingsfonde m.v.",Expense type,Appropriation type,"Den nordiske Udviklingsfond (NDF)",36300,37000,37000,0,0,<a href="javascript:visAnm('153063703')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Udviklingsfonde m.v.",Expense type,Appropriation type,"Multilaterale gældslettelsesinitiativer",96800,112000,108000,116500,124000,<a href="javascript:visAnm('153063703')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Udviklingsbanker, -fonde og EU","Bistand gennem Den Europæiske Union (EU)",Expense type,Appropriation type,"Den Europæiske Udviklingsfond (EUF)",479700,542000,545000,545000,545000,<a href="javascript:visAnm('153063704')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"FN's Flygtningehøjkommissariat (UNHCR)",160000,160000,160000,160000,160000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"FN's org. for Palæstinaflygtninge (UNRWA)",90000,90000,90000,90000,90000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"FN's Humanitære Koordinationskontor (OCHA)",30000,30000,30000,30000,30000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"Humanitær fødevarebistand (WFP)",185000,210000,210000,210000,210000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"Den internationale Røde Kors Komite (ICRC)",20000,20000,20000,20000,20000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"FN's Humanitære Fond (CERF)",100000,100000,100000,100000,100000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Humanitære organisationer",Expense type,Appropriation type,"FN's organisation for minerydning (UNMAS)",30000,0,30000,0,30000,<a href="javascript:visAnm('153063901')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Hum bidrag til partnere",Expense type,Appropriation type,"Strategiske partnerskabsaftaler",629000,644000,644000,644000,644000,<a href="javascript:visAnm('153063903')">Se anmærkninger,link</a>,
"Udenrigsministeriet","Bistand til udviklingslandene","Humanitær bistand","Hum bidrag til partnere",Expense type,Appropriation type,"Øvrige bidrag til akutte og langvarige kriser",848800,271000,491000,521000,491000,<a href="javascript:visAnm('153063903')">Se anmærkninger,link</a>,
"Udenrigsministeriet","eksportfremme","Fællesudgifter","Eksportstipendiater og handelskontorer",Expense type,Appropriation type,"Eksportstipendiater og handelskontorer",40700,48900,48400,47300,47300,<a href="javascript:visAnm('153064102')">Se anmærkninger,link</a>,
"Udenrigsministeriet","eksportfremme","Fællesudgifter","Særlige eksportfremmetilskud",Expense type,Appropriation type,"smv-programmet",24200,22200,22200,11200,11200,<a href="javascript:visAnm('153064103')">Se anmærkninger,link</a>,
"Udenrigsministeriet","eksportfremme","Fællesudgifter","Særlige eksportfremmetilskud",Expense type,Appropriation type,"Fælles erhvervsfremstød",27900,32600,32600,20600,20600,<a href="javascript:visAnm('153064103')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Departementet",Expense type,Appropriation type,"Almindelig virksomhed",189600,188500,188000,184700,181000,<a href="javascript:visAnm('153071101')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Effektivisering af offentlige institutioner",Expense type,Appropriation type,"Effektivisering af offentlige institutioner",54900,62400,62500,62500,62500,<a href="javascript:visAnm('153071102')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Effektivisering af offentlige institutioner",Expense type,Appropriation type,"Lønrefusion mv. for nationale eksperter",10400,10200,9100,8800,8600,<a href="javascript:visAnm('153071102')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Effektivisering af offentlige institutioner",Expense type,Appropriation type,"Implementeringspulje",3800,0,0,0,0,<a href="javascript:visAnm('153071102')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Effektivisering af offentlige institutioner",Expense type,Appropriation type,"Bedre statistikdækning af den off. sektor",4900,4800,4400,4300,4300,<a href="javascript:visAnm('153071102')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Effektivisering af offentlige institutioner",Expense type,Appropriation type,"Kommunalt-statsligt samarbejdsprojekt",0,0,1000,0,0,<a href="javascript:visAnm('153071102')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","DREAM-gruppen",Expense type,Appropriation type,"Almindelig virksomhed",1600,1600,1600,1600,1600,<a href="javascript:visAnm('153071108')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Centralstyrelsen","Reserver og budgetregulering",Expense type,Appropriation type,"Reserver",0,37300,6700,6700,6600,<a href="javascript:visAnm('153071179')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Digitaliseringsstyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",107000,96600,135400,140900,141700,<a href="javascript:visAnm('153071201')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Digitaliseringsstyrelsen",Expense type,Appropriation type,"NemKonto til private udbetalere",0,0,100,0,0,<a href="javascript:visAnm('153071201')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Digitaliseringsstyrelsen",Expense type,Appropriation type,"It-sikkerhed",0,0,14100,0,0,<a href="javascript:visAnm('153071201')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fællesoffentlige initiativer",Expense type,Appropriation type,"Drift af fællesoffentlig digitalisering",51100,58000,142200,134800,134800,<a href="javascript:visAnm('153071202')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fællesoffentlige initiativer",Expense type,Appropriation type,"Kommunal medfinansiering af dig.løsninger",30800,31000,0,0,0,<a href="javascript:visAnm('153071202')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fællesoffentlige initiativer",Expense type,Appropriation type,"Grunddataprogrammmet",26100,34800,11100,11100,1000,<a href="javascript:visAnm('153071202')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fællesoffentlige initiativer",Expense type,Appropriation type,"Udvikling af fællesoffentlig digitalisering",0,0,21300,13000,9600,<a href="javascript:visAnm('153071202')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fonden for Velfærdsteknologi",Expense type,Appropriation type,"FVT - Administration",8000,8400,8500,8500,8500,<a href="javascript:visAnm('153071203')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fonden for Velfærdsteknologi",Expense type,Appropriation type,"FVT - Tilskud til projekter",0,9500,32500,0,0,<a href="javascript:visAnm('153071203')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Fonden for Velfærdsteknologi",Expense type,Appropriation type,"FVT - Initiativer",1400,23700,24700,0,0,<a href="javascript:visAnm('153071203')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Netværkssamfundet",Expense type,Appropriation type,"It-sikkerhed",9700,14000,0,0,0,<a href="javascript:visAnm('153071205')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Netværkssamfundet",Expense type,Appropriation type,"NemHandel",4100,0,0,0,0,<a href="javascript:visAnm('153071205')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Borger.dk",Expense type,Appropriation type,"Borger.dk",48400,48800,0,0,0,<a href="javascript:visAnm('153071206')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Digitalisering","Digital signatur",Expense type,Appropriation type,"Digital signatur",46000,78800,0,0,0,<a href="javascript:visAnm('153071207')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Administration","Statens Administration",Expense type,Appropriation type,"Almindelig virksomhed",40000,45100,28000,27200,26600,<a href="javascript:visAnm('153071301')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Administration","Fleksjobordning i staten mv.",Expense type,Appropriation type,"Fleksjob - ansatte efter 1. januar 2013",17000,96700,68900,102000,138600,<a href="javascript:visAnm('153071305')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Administration","Fleksjobordning i staten mv.",Expense type,Appropriation type,"Fleksjob - ansatte før 1. jan. 2013",574100,544400,534500,505200,478200,<a href="javascript:visAnm('153071305')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Administration","Barselsfonden",Expense type,Appropriation type,"Barselsfonden",333600,375400,386000,391700,401500,<a href="javascript:visAnm('153071306')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Administration","Regulering vedr. Udlodningsloven",Expense type,Appropriation type,"Regulering vedr. Udlodningsloven",308500,343600,420500,420500,420500,<a href="javascript:visAnm('153071340')">Se anmærkninger,link</a>,
"Finansministeriet","Offentlig økonomi","Modernisering af den offentlige sektor","Moderniseringsstyrelsen",Expense type,Appropriation type,"Almindelig virksomhed",165000,148600,171600,168700,165400,<a href="javascript:visAnm('153071401')">Se anmærkninger,link</a>,
